,Unnamed: 0,Date,ntweet,replycount,retweetcount,likecount,quotecount,interactcount,city,negative,neutral,positive,anger,joy,optimism,sadness
0,0,2020-02-24,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
1,1,2020-02-25,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
2,2,2020-02-26,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
3,3,2020-02-27,3,0.0,0.0,6.0,0.0,6.0,Calgary,0.4243246614933014,0.44951462745666504,0.12616072595119476,0.07832449674606323,0.09411130100488663,0.4994856119155884,0.32807862758636475
4,4,2020-02-28,1,1.0,0.0,2.0,0.0,3.0,Calgary,0.11511362344026566,0.6049180030822754,0.2799684703350067,0.11362029612064362,0.7720451354980469,0.04771852120757103,0.0666159987449646
5,5,2020-02-29,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
6,6,2020-03-01,1,0.0,0.0,1.0,0.0,1.0,Calgary,0.5363379716873169,0.405813068151474,0.057848796248435974,0.36945658922195435,0.04542095959186554,0.2078251987695694,0.3772973120212555
7,7,2020-03-02,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
8,8,2020-03-03,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
9,9,2020-03-04,1,1.0,0.0,0.0,0.0,1.0,Calgary,0.7286590337753296,0.25549575686454773,0.01584526337683201,0.9384976625442505,0.004425692372024059,0.013676905073225498,0.04339965060353279
10,10,2020-03-05,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
11,11,2020-03-06,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
12,12,2020-03-07,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
13,13,2020-03-08,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
14,14,2020-03-09,4,1.0,0.0,2.0,0.0,3.0,Calgary,0.43437185883522034,0.5120400190353394,0.0535881370306015,0.28445538878440857,0.12268400192260742,0.20880840718746185,0.3840521275997162
15,15,2020-03-10,5,0.0,0.0,0.0,0.0,0.0,Calgary,0.3095415234565735,0.4024680256843567,0.2879904508590698,0.09760623425245285,0.09659774601459503,0.4042491912841797,0.40154677629470825
16,16,2020-03-11,2,1.0,0.0,2.0,0.0,3.0,Calgary,0.47685548663139343,0.4991070628166199,0.024037430062890053,0.2628188133239746,0.21822489798069,0.25254324078559875,0.2664130926132202
17,17,2020-03-12,1,0.0,0.0,0.0,0.0,0.0,Calgary,0.4618639349937439,0.4536695182323456,0.08446651697158813,0.3444753587245941,0.026449240744113922,0.213065505027771,0.4160099923610687
18,18,2020-03-13,6,6.0,13.0,79.0,1.0,99.0,Calgary,0.3421335220336914,0.3667006492614746,0.29116591811180115,0.24680989980697632,0.2702268958091736,0.3753681182861328,0.10759516805410385
19,19,2020-03-14,2,0.0,0.0,1.0,0.0,1.0,Calgary,0.3065207004547119,0.6034402847290039,0.0900389701128006,0.1608753800392151,0.02257484756410122,0.2507072389125824,0.5658425092697144
20,20,2020-03-15,2,0.0,0.0,0.0,0.0,0.0,Calgary,0.35629981756210327,0.27127858996391296,0.372421532869339,0.08430387079715729,0.32542306184768677,0.29476454854011536,0.295508474111557
21,21,2020-03-16,2,1.0,0.0,4.0,0.0,5.0,Calgary,0.2602691054344177,0.5569924116134644,0.18273845314979553,0.10328381508588791,0.025755397975444794,0.3658868074417114,0.5050740242004395
22,22,2020-03-17,3,0.0,0.0,4.0,1.0,5.0,Calgary,0.04585591331124306,0.6249318718910217,0.32921209931373596,0.04013220593333244,0.2903439700603485,0.5835456252098083,0.08597811311483383
23,23,2020-03-18,5,1.0,0.0,2.0,0.0,3.0,Calgary,0.16749340295791626,0.34825843572616577,0.48424816131591797,0.06711800396442413,0.2211930751800537,0.4159608781337738,0.29572799801826477
24,24,2020-03-19,3,3.0,0.0,1.0,0.0,4.0,Calgary,0.4696923792362213,0.4848954975605011,0.045412126928567886,0.17312602698802948,0.20104514062404633,0.42357000708580017,0.2022588700056076
25,25,2020-03-20,1,1.0,0.0,0.0,0.0,1.0,Calgary,0.5301084518432617,0.4439263343811035,0.02596508339047432,0.569697916507721,0.016313400119543076,0.14091962575912476,0.27306896448135376
26,26,2020-03-21,5,5.0,5.0,27.0,0.0,37.0,Calgary,0.26693013310432434,0.4786064624786377,0.2544633746147156,0.1955568492412567,0.049832090735435486,0.4633520245552063,0.2912590205669403
27,27,2020-03-22,0,0.0,0.0,0.0,0.0,0.0,Calgary,0,0,0,0,0,0,0
28,28,2020-03-23,6,2.0,0.0,3.0,0.0,5.0,Calgary,0.2360338717699051,0.4269851744174957,0.3369809687137604,0.13745030760765076,0.03454790636897087,0.5796683430671692,0.24833343923091888
29,29,2020-03-24,4,2.0,0.0,3.0,0.0,5.0,Calgary,0.41316649317741394,0.3466906249523163,0.24014292657375336,0.4914524257183075,0.08349950611591339,0.2773815989494324,0.14766642451286316
30,30,2020-03-25,4,5.0,2.0,30.0,0.0,37.0,Calgary,0.41802966594696045,0.4881446957588196,0.09382558614015579,0.4177438020706177,0.031588390469551086,0.3166540563106537,0.23401370644569397
31,31,2020-03-26,3,4.0,0.0,2.0,0.0,6.0,Calgary,0.37707003951072693,0.49261799454689026,0.130311980843544,0.18429988622665405,0.017416728660464287,0.4393734037876129,0.3589099645614624
