,Unnamed: 0,Date,ntweet,replycount,retweetcount,likecount,quotecount,interactcount,city,negative,neutral,positive,anger,joy,optimism,sadness
0,0,2020-02-24,1,0.0,0.0,0.0,0.0,0.0,Seattle,0.6166439652442932,0.34889456629753113,0.034461453557014465,0.4211776852607727,0.019846241921186447,0.0347544401884079,0.5242215394973755
1,1,2020-02-25,2,0.0,3.0,1.0,2.0,6.0,Seattle,0.3921355605125427,0.5522515773773193,0.05561292916536331,0.13867613673210144,0.030656833201646805,0.03965795040130615,0.7910090684890747
2,2,2020-02-26,0,0.0,0.0,0.0,0.0,0.0,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,3,2020-02-27,0,0.0,0.0,0.0,0.0,0.0,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,4,2020-02-28,0,0.0,0.0,0.0,0.0,0.0,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,5,2020-02-29,0,0.0,0.0,0.0,0.0,0.0,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,6,2020-03-01,0,0.0,0.0,0.0,0.0,0.0,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7,2020-03-02,0,0.0,0.0,0.0,0.0,0.0,Seattle,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,8,2020-03-03,2,1.0,0.0,1.0,0.0,2.0,Seattle,0.09434327483177185,0.8819504380226135,0.023706207051873207,0.3288242220878601,0.031465817242860794,0.06037148833274841,0.5793384313583374
9,9,2020-03-04,1,8.0,11.0,22.0,0.0,41.0,Seattle,0.48008546233177185,0.48139888048171997,0.038515619933605194,0.26434898376464844,0.035893332213163376,0.07882397621870041,0.6209335923194885
10,10,2020-03-05,1,1.0,0.0,0.0,0.0,1.0,Seattle,0.015473301522433758,0.2663256525993347,0.7182009816169739,0.0760648101568222,0.17971321940422058,0.6922628283500671,0.051959242671728134
11,11,2020-03-06,2,2.0,0.0,1.0,0.0,3.0,Seattle,0.40470090508461,0.13575848937034607,0.45954063534736633,0.2779819369316101,0.23988300561904907,0.15072505176067352,0.3314100205898285
12,12,2020-03-07,1,0.0,0.0,1.0,0.0,1.0,Seattle,0.039564818143844604,0.39484676718711853,0.5655883550643921,0.21101416647434235,0.04247073456645012,0.44500401616096497,0.30151110887527466
13,13,2020-03-08,2,3.0,5.0,31.0,0.0,39.0,Seattle,0.8535202741622925,0.1364053636789322,0.010074399411678314,0.4228608310222626,0.018921297043561935,0.026686102151870728,0.531531810760498
14,14,2020-03-09,2,0.0,0.0,1.0,0.0,1.0,Seattle,0.554366409778595,0.3143518567085266,0.13128170371055603,0.5376161932945251,0.024391936138272285,0.04333428665995598,0.3946576416492462
15,15,2020-03-10,3,1.0,0.0,8.0,0.0,9.0,Seattle,0.7864664196968079,0.20210152864456177,0.01143201906234026,0.42693352699279785,0.01692986488342285,0.0226222425699234,0.5335144400596619
16,16,2020-03-11,6,5.0,5.0,14.0,0.0,24.0,Seattle,0.43084916472435,0.5248399972915649,0.044310882687568665,0.25430670380592346,0.030895188450813293,0.11677554994821548,0.5980225801467896
17,17,2020-03-12,11,0.0,0.0,19.0,0.0,19.0,Seattle,0.3786641061306,0.4452967345714569,0.1760391741991043,0.34506338834762573,0.18459779024124146,0.07255838066339493,0.3977804183959961
18,18,2020-03-13,10,10.0,22.0,159.0,2.0,193.0,Seattle,0.21995723247528076,0.5013660192489624,0.27867668867111206,0.34609735012054443,0.17424213886260986,0.1618855893611908,0.31777486205101013
19,19,2020-03-14,10,7.0,4.0,14.0,0.0,25.0,Seattle,0.37202703952789307,0.4605371356010437,0.16743582487106323,0.27604347467422485,0.07687817513942719,0.10169074684381485,0.5453876256942749
20,20,2020-03-15,13,16.0,20.0,185.0,1.0,222.0,Seattle,0.32045015692710876,0.3787858784198761,0.30076396465301514,0.32991263270378113,0.26516467332839966,0.1483737826347351,0.2565489113330841
21,21,2020-03-16,22,42.0,60.0,308.0,4.0,414.0,Seattle,0.27471187710762024,0.5006514191627502,0.22463665902614594,0.3985562026500702,0.12681953608989716,0.16062317788600922,0.3140011131763458
22,22,2020-03-17,14,11.0,9.0,93.0,0.0,113.0,Seattle,0.38119301199913025,0.3513382077217102,0.26746875047683716,0.34354346990585327,0.1970883160829544,0.08136411756277084,0.3780041038990021
23,23,2020-03-18,11,2.0,1.0,14.0,0.0,17.0,Seattle,0.48193034529685974,0.334613174200058,0.18345648050308228,0.5151901841163635,0.1017308309674263,0.04074655845761299,0.3423324227333069
24,24,2020-03-19,7,1.0,0.0,19.0,0.0,20.0,Seattle,0.3043235242366791,0.49466902017593384,0.2010074108839035,0.24623925983905792,0.03910306468605995,0.13336943089962006,0.58128821849823
25,25,2020-03-20,18,6.0,7.0,75.0,0.0,88.0,Seattle,0.34450262784957886,0.4174237847328186,0.23807351291179657,0.38956817984580994,0.1276485025882721,0.19177253544330597,0.2910107374191284
26,26,2020-03-21,24,12.0,3.0,45.0,1.0,61.0,Seattle,0.32994696497917175,0.4193054437637329,0.25074756145477295,0.3521133363246918,0.2076481729745865,0.12049178034067154,0.3197467029094696
27,27,2020-03-22,25,11.0,7.0,63.0,3.0,84.0,Seattle,0.2636584937572479,0.3956170380115509,0.3407244086265564,0.38218939304351807,0.23924534022808075,0.19169282913208008,0.18687239289283752
28,28,2020-03-23,23,18.0,7.0,67.0,1.0,93.0,Seattle,0.28825658559799194,0.3978883624076843,0.31385502219200134,0.4076073169708252,0.2318604737520218,0.18710100650787354,0.1734311282634735
